cos_theta,r,g,b
0.0034332275390625,0.9914766170322062,0.9934409235131451,0.9951325556600528
0.0035486221313476562,0.9911926485542494,0.9932219906042055,0.9949698269696889
0.003665924072265625,0.9909041652552556,0.9929995433302083,0.9948044621966846
0.0037851333618164062,0.9906111765521202,0.9927735871781693,0.9946364641424402
0.00390625,0.9903136920633977,0.9925441277523492,0.9944658356669167
0.004029273986816406,0.99001172161144,0.9923111707755172,0.9942925796892396
0.004154205322265625,0.9897052752245424,0.9920747220902311,0.9941166991883086
0.004281044006347656,0.9893943631391243,0.991834787660121,0.9939381972034109
0.0044097900390625,0.9890789958018977,0.991591373571197,0.993757076834849
0.004540443420410156,0.9887591838720758,0.9913444860331575,0.9935733412445691
0.004673004150390625,0.9884349382235778,0.9910941313807148,0.9933869936567983
0.004807472229003906,0.9881062699472525,0.9908403160749288,0.9931980373586901
0.00494384765625,0.9877731903531152,0.9905830467045526,0.993006475700975
0.005082130432128906,0.9874357109725851,0.9903223299873875,0.992812312098617
0.005222320556640625,0.9870938435607429,0.9900581727716455,0.9926155500314802
0.005364418029785156,0.986747600098595,0.989790582037323,0.9924161930449944
0.0055084228515625,0.9863969927953344,0.9895195648975835,0.9922142447508346
0.005654335021972656,0.9860420340906239,0.9892451286001455,0.9920097088276029
0.005802154541015625,0.9856827366568682,0.9889672805286811,0.9918025890215136
0.005951881408691406,0.9853191134015045,0.9886860282042197,0.991592889147091
0.006103515625,0.984951177469287,0.9884013792865565,0.9913806130878645
0.006257057189941406,0.9845789422445751,0.988113341575675,0.9911657647970747
0.006412506103515625,0.9842024213536223,0.9878219230131642,0.9909483482983841
0.006569862365722656,0.9838216286668688,0.9875271316836504,0.9907283676865898
0.0067291259765625,0.9834365783012253,0.9872289758162272,0.9905058271283438
0.006890296936035156,0.983047284622363,0.9869274637858921,0.9902807308628776
0.007053375244140625,0.9826537622469892,0.9866226041149893,0.9900530832027314
0.007218360900878906,0.9822560260451261,0.9863144054746491,0.9898228885344867
0.00738525390625,0.9818540911423802,0.9860028766862372,0.9895901513195035
0.007554054260253906,0.9814479729222099,0.9856880267227986,0.989354876094663
0.007724761962890625,0.9810376870281647,0.9853698647105111,0.9891170674731129
0.007897377014160156,0.980623249366148,0.98504839993013,0.9888767301450154
0.0080718994140625,0.9802046761066346,0.9847236418184423,0.9886338688783022
